trip,datetime,lon,lat,dive,prediction
P1108_6_SV_T2,2008-11-25 21:21:10,-77.371448,-11.714113000000001,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:15,-77.37208000000001,-11.714032000000001,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:20,-77.372713,-11.71407,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:25,-77.373287,-11.714072,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:30,-77.373915,-11.714068,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:35,-77.374585,-11.713994999999999,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:40,-77.37523,-11.714055,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:45,-77.375835,-11.714137,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:50,-77.376485,-11.714098,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:21:55,-77.37713199999999,-11.714108,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:22:00,-77.377758,-11.714055,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:22:05,-77.37830699999999,-11.71401,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:22:10,-77.378963,-11.713994999999999,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:22:15,-77.379538,-11.714038,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:22:20,-77.380083,-11.714157,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:22:25,-77.380662,-11.714192,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:22:30,-77.38125,-11.714333,0,0.6774193548387096
P1108_6_SV_T2,2008-11-25 21:22:35,-77.381827,-11.714472,0,0.6774193548387096
P1108_6_SV_T2,2008-11-25 21:22:40,-77.382425,-11.714563,0,0.6774193548387096
P1108_6_SV_T2,2008-11-25 21:22:45,-77.383022,-11.714678,0,0.6774193548387096
P1108_6_SV_T2,2008-11-25 21:22:50,-77.383565,-11.714648,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:22:55,-77.3836004,-11.7145686,1,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:23:00,-77.38350200000001,-11.714827,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:23:05,-77.383662,-11.715228,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:23:10,-77.38414499999999,-11.715475,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:23:15,-77.384697,-11.715527,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:23:20,-77.385192,-11.715478,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:23:25,-77.385728,-11.715247,0,0.6774193548387096
P1108_6_SV_T2,2008-11-25 21:23:30,-77.38634,-11.714960000000001,0,0.6774193548387096
P1108_6_SV_T2,2008-11-25 21:23:35,-77.386903,-11.714495,0,0.6774193548387096
P1108_6_SV_T2,2008-11-25 21:23:40,-77.387527,-11.714083,0,0.6774193548387096
P1108_6_SV_T2,2008-11-25 21:23:45,-77.388133,-11.713608,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:23:50,-77.388582,-11.713463,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:23:55,-77.38914799999999,-11.71331,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:24:00,-77.389602,-11.713328,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:24:05,-77.39028499999999,-11.7136,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:24:10,-77.39099499999999,-11.713757000000001,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:24:15,-77.391693,-11.713953,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:24:20,-77.39240699999999,-11.713772,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:24:25,-77.39313800000001,-11.713638000000001,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:24:30,-77.393867,-11.713513,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:24:35,-77.39445500000001,-11.713508000000001,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:24:40,-77.39497,-11.713428,0,0.5161290322580645
