"model","trip","real","p"
"hmm","P1108_46_SV_T2",0,0.00693683469153804
"hmm","P1108_46_SV_T2",0,0.000200939707324067
"hmm","P1108_46_SV_T2",0,0.00193447107834501
"hmm","P1108_46_SV_T2",0,4.44261319188453e-05
"hmm","P1108_46_SV_T2",0,6.69799291361735e-06
"hmm","P1108_46_SV_T2",0,4.497164965411e-06
"hmm","P1108_46_SV_T2",0,3.42986011287447e-06
"hmm","P1108_46_SV_T2",0,2.78774072819576e-05
"hmm","P1108_46_SV_T2",0,1.25996751129087e-05
"hmm","P1108_46_SV_T2",0,8.64242920925541e-06
"hmm","P1108_46_SV_T2",0,0.000134995040313279
"hmm","P1108_46_SV_T2",0,0.0121362355164552
"hmm","P1108_46_SV_T2",0,0.148554721503624
"hmm","P1108_46_SV_T2",0,4.08368767168911e-06
"hmm","P1108_46_SV_T2",0,5.93271704073085e-06
"hmm","P1108_46_SV_T2",0,8.63186483395413e-06
"hmm","P1108_46_SV_T2",0,0.0451737062497741
"hmm","P1108_46_SV_T2",0,0.000259248924874113
"hmm","P1108_46_SV_T2",0,4.08901941614273e-06
"hmm","P1108_46_SV_T2",0,0.000591237789582618
"hmm","P1108_46_SV_T2",0,2.95265145086999e-06
"hmm","P1108_46_SV_T2",0,6.72142021455071e-06
"hmm","P1108_46_SV_T2",0,5.73647406333287e-06
"hmm","P1108_46_SV_T2",0,3.49011978196336e-06
"hmm","P1108_46_SV_T2",0,6.69747245153522e-06
"hmm","P1108_46_SV_T2",0,1.01601236004846e-05
"hmm","P1108_46_SV_T2",0,4.87800343751735e-06
"hmm","P1108_46_SV_T2",0,1.62288129522173e-05
"hmm","P1108_46_SV_T2",0,4.87984080608332e-05
"hmm","P1108_46_SV_T2",0,0.819341388165753
"hmm","P1108_46_SV_T2",0,0.00150964202659195
"hmm","P1108_46_SV_T2",0,5.05551793599789e-06
"hmm","P1108_46_SV_T2",0,0.000479251915152376
"hmm","P1108_46_SV_T2",0,0.000246132419550323
"hmm","P1108_46_SV_T2",0,3.58806264758685e-06
"hmm","P1108_46_SV_T2",0,5.40569343328054e-06
"hmm","P1108_46_SV_T2",0,9.09811071899745e-06
"hmm","P1108_46_SV_T2",0,3.31394197643633e-06
"hmm","P1108_46_SV_T2",0,2.50440950232314e-05
"hmm","P1108_46_SV_T2",0,7.9893581087433e-06
"hmm","P1108_46_SV_T2",0,6.56288307327745e-06
"hmm","P1108_46_SV_T2",0,5.2740698726537e-06
"hmm","P1108_46_SV_T2",0,3.44576515746722e-05
"hmm","P1108_46_SV_T2",0,6.42674271420076e-06
"hmm","P1108_46_SV_T2",0,5.28751506237555e-06
"hmm","P1108_46_SV_T2",0,6.40411909643965e-06
"hmm","P1108_46_SV_T2",0,4.18924629049498e-06
"hmm","P1108_46_SV_T2",0,3.41903028700553e-06
"hmm","P1108_46_SV_T2",0,1.03622903351823e-05
"hmm","P1108_46_SV_T2",0,3.35377604899155e-05
"hmm","P1108_46_SV_T2",0,1.25647912724781e-05
"hmm","P1108_46_SV_T2",0,3.16834506688115e-05
"hmm","P1108_46_SV_T2",0,6.21862090934834e-06
"hmm","P1108_46_SV_T2",0,4.23132054190616e-06
"hmm","P1108_46_SV_T2",0,8.47121683133741e-06
"hmm","P1108_46_SV_T2",0,4.81096161582622e-05
"hmm","P1108_46_SV_T2",0,6.54345593660566e-05
"hmm","P1108_46_SV_T2",0,3.40921335347398e-06
"hmm","P1108_46_SV_T2",0,1.7663354100164e-05
"hmm","P1108_46_SV_T2",0,7.42181967694113e-06
"hmm","P1108_46_SV_T2",0,7.62096654997013e-06
"hmm","P1108_46_SV_T2",0,5.06134344400345e-06
"hmm","P1108_46_SV_T2",0,1.7959405232743e-05
"hmm","P1108_46_SV_T2",0,6.92003273359294e-05
"hmm","P1108_46_SV_T2",0,3.46293192322948e-06
"hmm","P1108_46_SV_T2",0,4.75613094168167e-06
"hmm","P1108_46_SV_T2",0,3.69195618590869e-05
"hmm","P1108_46_SV_T2",0,7.97332489230835e-06
"hmm","P1108_46_SV_T2",0,5.72433094521342e-06
"hmm","P1108_46_SV_T2",0,5.48273435488236e-06
"hmm","P1108_46_SV_T2",0,2.94050486250453e-06
"hmm","P1108_46_SV_T2",0,4.20665420035182e-06
"hmm","P1108_46_SV_T2",0,3.44735511899198e-06
"hmm","P1108_46_SV_T2",0,0.00923408636270969
"hmm","P1108_46_SV_T2",0,0.00128288343279004
"hmm","P1108_46_SV_T2",0,4.58279120114966e-06
"hmm","P1108_46_SV_T2",0,7.72486011321145e-05
"hmm","P1108_46_SV_T2",0,0.659305551352499
"hmm","P1108_46_SV_T2",0,0.00184291092946921
"hmm","P1108_46_SV_T2",0,0.000271757008617515
"hmm","P1108_46_SV_T2",0,0.000657782655069051
"hmm","P1108_46_SV_T2",0,0.007103595553181
"hmm","P1108_46_SV_T2",0,5.27125185035123e-06
"hmm","P1108_46_SV_T2",0,5.24486912503545e-06
"hmm","P1108_46_SV_T2",0,4.81266543255041e-06
"hmm","P1108_46_SV_T2",0,4.79256140166905e-06
"hmm","P1108_46_SV_T2",0,4.07800686532534e-06
"hmm","P1108_46_SV_T2",0,3.85452715937458e-05
"hmm","P1108_46_SV_T2",0,0.000498052236108261
"hmm","P1108_46_SV_T2",0,2.85507458074947e-06
"hmm","P1108_46_SV_T2",0,0.000734094865406774
"hmm","P1108_46_SV_T2",0,0.000630465046449803
"hmm","P1108_46_SV_T2",0,0.15451374947232
"hmm","P1108_46_SV_T2",0,0.837802044919944
"hmm","P1108_46_SV_T2",0,0.984035481309401
"hmm","P1108_46_SV_T2",0,0.999971008307699
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,0.999999981079932
"hmm","P1108_46_SV_T2",0,0.999999967235219
